Gene,Locus Tag,Protein
hemC,STM14_4737,porphobilinogen deaminase
,STM14_4738,hypothetical protein
cyaA,STM14_4739,adenylate cyclase
,STM14_4740,hypothetical protein
,STM14_4741,putative inner membrane protein
,STM14_4742,putative inner membrane protein
,STM14_4743,putative cytoplasmic protein
cyaY,STM14_4744,frataxin-like protein
,STM14_4745,putative inner membrane protein
,STM14_4746,
yifL,STM14_4747,putative outer membrane lipoprotein
dapF,STM14_4748,diaminopimelate epimerase
yigA,STM14_4749,hypothetical protein
xerC,STM14_4750,site-specific tyrosine recombinase XerC
yigB,STM14_4751,flavin mononucleotide phosphatase
uvrD,STM14_4752,DNA-dependent helicase II
,STM14_4753,hypothetical protein
corA,STM14_4754,magnesium/nickel/cobalt transporter CorA
yigF,STM14_4755,putative inner membrane protein
yigG,STM14_4756,hypothetical protein
rarD,STM14_4757,chloramphenicol resistance
yigI,STM14_4758,hypothetical protein
,STM14_4759,hypothetical protein
pldA,STM14_4760,phospholipase A
recQ,STM14_4761,ATP-dependent DNA helicase RecQ
rhtC,STM14_4762,threonine efflux system
rhtB,STM14_4763,homoserine/homoserine lactone efflux protein
pldB,STM14_4764,lysophospholipase L2
yigL,STM14_4765,putative sugar phosphatase
yigM,STM14_4766,putative transport protein
metR,STM14_4767,metE/metH regulator
,STM14_4768,hypothetical protein
metE,STM14_4769,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase
,STM14_4770,hypothetical protein
,STM14_4771,hypothetical protein
,STM14_4772,putative arylsulfatase regulator
dlhH,STM14_4773,putative dienelactone hydrolase
udp,STM14_4774,uridine phosphorylase
yigN,STM14_4775,DNA recombination protein RmuC
ubiE,STM14_4776,ubiquinone/menaquinone biosynthesis methyltransferase
yigP,STM14_4777,putative inner membrane protein
ubiB,STM14_4778,putative ubiquinone biosynthesis protein UbiB
tatA,STM14_4779,twin argininte translocase protein A
tatB,STM14_4780,sec-independent translocase
tatC,STM14_4781,TatABCE protein translocation system subunit
yigW,STM14_4782,DNase TatD
rfaH,STM14_4783,transcriptional activator RfaH
,STM14_4784,hypothetical protein
yigC,STM14_4785,3-octaprenyl-4-hydroxybenzoate decarboxylase
fre,STM14_4786,FMN reductase
assT,STM14_4787,arylsulfotransferase
fadA,STM14_4788,3-ketoacyl-CoA thiolase
fadB,STM14_4789,multifunctional fatty acid oxidation complex subunit alpha
pepQ,STM14_4790,proline dipeptidase
yigZ,STM14_4791,hypothetical protein
trkH,STM14_4792,potassium transporter
hemG,STM14_4793,protoporphyrinogen oxidase
,STM14_4797,hypothetical protein
,STM14_4800,hypothetical protein
,STM14_4801,conserved hypothetical protein
mobB,STM14_4802,molybdopterin-guanine dinucleotide biosynthesis protein B
mobA,STM14_4803,molybdopterin-guanine dinucleotide biosynthesis protein A
yihD,STM14_4804,putative cytoplasmic protein
yihE,STM14_4805,serine/threonine protein kinase
dsbA,STM14_4806,periplasmic protein disulfide isomerase I
yihG,STM14_4807,putative endonuclease
,STM14_4808,hypothetical protein
polA,STM14_4809,DNA polymerase I
,STM14_4811,hypothetical protein
yihA,STM14_4812,GTPase EngB
,STM14_4813,putative cytoplasmic protein
yihI,STM14_4814,hypothetical protein
hemN,STM14_4815,coproporphyrinogen III oxidase
,STM14_4816,hypothetical protein
glnG,STM14_4817,nitrogen regulation protein NR(I)
glnL,STM14_4818,nitrogen regulation protein NR(II)
,STM14_4819,hypothetical protein
glnA,STM14_4820,glutamine synthetase
,STM14_4821,putative cytoplasmic protein
typA,STM14_4822,GTP-binding protein
,STM14_4823,putative hydrolase
,STM14_4824,putative inner membrane protein
,STM14_4825,coproporphyrinogen III oxidase
,STM14_4826,putative membrane-associated metal-dependent hydrolase
,STM14_4827,putative periplasmic protein
,STM14_4828,putative cytoplasmic protein
yshA,STM14_4829,outer membrane porin L
yihO,STM14_4830,GPH family transport protein
yihP,STM14_4831,GPH family transport protein
yihQ,STM14_4832,alpha-glucosidase
yihR,STM14_4833,putative aldose-1-epimerase
yihS,STM14_4834,putative isomerase
yihT,STM14_4835,putative aldolase
yihU,STM14_4836,putative oxidoreductase
,STM14_4837,hypothetical protein
yihV,STM14_4838,putative sugar kinase
yihW,STM14_4839,putative glycerol-3-phosphate regulon repressor
yihX,STM14_4840,phosphatase
rbn,STM14_4841,ribonuclease BN
yihZ,STM14_4842,D-tyrosyl-tRNA deacylase
yiiD,STM14_4843,putative acetyltransferase
,STM14_4844,putative cytoplasmic protein
,STM14_4845,putative cytoplasmic protein
,STM14_4846,putative acetyl esterase
,STM14_4847,hypothetical protein
,STM14_4848,putative regulatory protein
fdhE,STM14_4849,formate dehydrogenase accessory protein FdhE
fdoI,STM14_4850,formate dehydrogenase-O subunit gamma
fdoH,STM14_4851,formate dehydrogenase-O beta subunit
fdoG,STM14_4852,formate dehydrogenase alpha subunit
fdhD,STM14_4853,formate dehydrogenase accessory protein
,STM14_4854,hypothetical protein
,STM14_4855,putative inner membrane lipoprotein
,STM14_4856,hypothetical protein
yiiG,STM14_4857,putative cytoplasmic protein
,STM14_4858,hypothetical protein
,STM14_4859,putative inner membrane protein
,STM14_4860,putative branched-chain amino acid permease
,STM14_4861,hypothetical protein
yiiL,STM14_4862,putative cytoplasmic protein
,STM14_4863,putative alcohol dehydrogenase
rhaD,STM14_4864,rhamnulose-1-phosphate aldolase
rhaA,STM14_4865,L-rhamnose isomerase
rhaB,STM14_4866,rhamnulokinase
,STM14_4867,hypothetical protein
,STM14_4868,hypothetical protein
rhaS,STM14_4869,transcriptional activator RhaS
rhaR,STM14_4870,transcriptional activator RhaR
rhaT,STM14_4871,rhamnose-proton symporter
,STM14_4872,hypothetical protein
,STM14_4873,hypothetical protein
,STM14_4874,putative outer membrane protein
,STM14_4875,putative C4-dicarboxylate transport system
,STM14_4876,putative C4-dicarboxylate transport system
,STM14_4877,putative periplasmic dicarboxylate-binding protein
sodA,STM14_4878,superoxide dismutase
yiiM,STM14_4879,hypothetical protein
,STM14_4880,putative inner membrane protein
cpxA,STM14_4881,two-component sensor protein
cpxR,STM14_4882,DNA-binding transcriptional regulator CpxR
cpxP,STM14_4883,periplasmic repressor CpxP
fieF,STM14_4884,ferrous iron efflux protein F
pfkA,STM14_4885,6-phosphofructokinase
,STM14_4886,hypothetical protein
sbp,STM14_4887,sulfate transporter subunit
ushB,STM14_4888,CDP-diacylglycerol pyrophosphatase
,STM14_4889,putative Na+/galactoside symporter
,STM14_4890,aminoimidazole riboside kinase
,STM14_4891,putative ADP-ribosylglycohydrolase
,STM14_4892,putative regulatory protein
,STM14_4893,putative periplasmic protein
,STM14_4894,putative cytoplasmic protein
,STM14_4895,putative mannose-6-phosphate isomerase
ydeV,STM14_4896,autoinducer-2 (AI-2) kinase
ydeW,STM14_4897,putative transcriptional repressor
,STM14_4898,hypothetical protein
ego,STM14_4899,putative ABC-type aldose transport system ATPase component
ydeY,STM14_4900,putative sugar transport protein
ydeZ,STM14_4901,putative sugar transport protein
yneA,STM14_4902,putative sugar transport protein
yneB,STM14_4903,aldolase
yneC,STM14_4904,autoinducer-2 (AI-2) modifying protein LsrG
,STM14_4905,ribulose-phosphate 3-epimerase
tpiA,STM14_4906,triosephosphate isomerase
yiiQ,STM14_4907,putative periplasmic protein
yiiR,STM14_4908,putative inner membrane protein
,STM14_4909,hypothetical protein
fpr,STM14_4910,ferredoxin-NADP reductase
glpX,STM14_4911,"fructose 1,6-bisphosphatase II"
glpK,STM14_4912,glycerol kinase
glpF,STM14_4913,glycerol diffusion
,STM14_4914,hypothetical protein
yiiU,STM14_4915,putative cytoplasmic protein
,STM14_4916,hypothetical protein
menG,STM14_4917,ribonuclease activity regulator protein RraA
menA,STM14_4918,"1,4-dihydroxy-2-naphthoate octaprenyltransferase"
hslU,STM14_4919,ATP-dependent protease ATP-binding subunit
hslV,STM14_4920,ATP-dependent protease peptidase subunit
ftsN,STM14_4921,essential cell division protein
cytR,STM14_4922,DNA-binding transcriptional regulator CytR
priA,STM14_4923,primosome assembly protein PriA
rpmE,STM14_4924,50S ribosomal protein L31
,STM14_4925,putative outer membrane lipoprotein
,STM14_4926,putative arylsulfate sulfotransferase
metJ,STM14_4927,transcriptional repressor protein MetJ
metB,STM14_4928,cystathionine gamma-synthase
metL,STM14_4929,bifunctional aspartate kinase II/homoserine dehydrogenase II
,STM14_4930,putative inner membrane protein
,STM14_4931,putative membrane protein
,STM14_4932,putative cytoplasmic protein
,STM14_4933,"putative 5'-nucleotidase/2',3'-cyclic phosphodiesterase"
,STM14_4934,hypothetical protein
metF,STM14_4935,"5,10-methylenetetrahydrofolate reductase"
katG,STM14_4936,hydroperoxidase
yijF,STM14_4937,putative periplasmic protein
,STM14_4938,hypothetical protein
gldA_2,STM14_4939,glycerol dehydrogenase
talC,STM14_4940,fructose-6-phosphate aldolase
ptsA,STM14_4941,PEP-protein phosphotransferase
,STM14_4942,
,STM14_4943,hypothetical protein
frwC,STM14_4944,putative fructose-like permease EIIC subunit 2
frwB,STM14_4945,putative fructose-like phosphotransferase EIIB subunit 2
pflD,STM14_4946,putative formate acetyltransferase 2
pflC,STM14_4947,pyruvate formate lyase II activase
frwD,STM14_4948,putative fructose-like phosphotransferase EIIB subunit 3
yijO,STM14_4949,putative regulatory protein
,STM14_4950,hypothetical protein
,STM14_4951,hypothetical protein
yijP,STM14_4952,hypothetical protein
,STM14_4953,hypothetical protein
ppc,STM14_4954,phosphoenolpyruvate carboxylase
argE,STM14_4955,acetylornithine deacetylase
argC,STM14_4956,N-acetyl-gamma-glutamyl-phosphate reductase
argB,STM14_4957,acetylglutamate kinase
argH,STM14_4958,argininosuccinate lyase
oxyR,STM14_4959,DNA-binding transcriptional regulator OxyR
udhA,STM14_4960,soluble pyridine nucleotide transhydrogenase
,STM14_4961,hypothetical protein
yijC,STM14_4962,DNA-binding transcriptional repressor FabR
yijD,STM14_4963,hypothetical protein
trmA,STM14_4964,tRNA (uracil-5-)-methyltransferase
btuB,STM14_4965,vitamin B12/cobalamin outer membrane transporter
murI,STM14_4966,glutamate racemase
,STM14_4970,hypothetical protein
murB,STM14_4973,UDP-N-acetylenolpyruvoylglucosamine reductase
birA,STM14_4974,biotin--protein ligase
coaA,STM14_4975,pantothenate kinase
,STM14_4976,
,STM14_4977,putative cytoplasmic protein
tuf_2,STM14_4982,elongation factor Tu
,STM14_4983,hypothetical protein
secE,STM14_4984,preprotein translocase subunit SecE
nusG,STM14_4985,transcription antitermination protein NusG
rplK,STM14_4986,50S ribosomal protein L11
rplA,STM14_4987,50S ribosomal protein L1
rplJ,STM14_4988,50S ribosomal protein L10
rplL,STM14_4989,50S ribosomal protein L7/L12
rpoB,STM14_4990,DNA-directed RNA polymerase subunit beta
rpoC,STM14_4991,DNA-directed RNA polymerase subunit beta'
,STM14_4992,putative inner membrane protein
,STM14_4993,putative cytoplasmic protein
,STM14_4994,hypothetical protein
,STM14_4995,hypothetical protein
,STM14_4996,putative cytoplasmic protein
,STM14_4997,hypothetical protein
,STM14_4999,putative cytoplasmic protein
thiH,STM14_5000,thiamine biosynthesis protein ThiH
thiG,STM14_5001,thiazole synthase
,STM14_5002,sulfur carrier protein ThiS
thiF,STM14_5003,thiamine biosynthesis protein ThiF
thiE,STM14_5004,thiamine-phosphate pyrophosphorylase
thiC,STM14_5005,thiamine biosynthesis protein ThiC
rsd,STM14_5006,anti-RNA polymerase sigma 70 factor
nudC,STM14_5007,NADH pyrophosphatase
hemE,STM14_5008,uroporphyrinogen decarboxylase
nfi,STM14_5009,endonuclease V
yjaG,STM14_5010,putative cytoplasmic protein
hupA,STM14_5011,transcriptional regulator HU subunit alpha
yjaH,STM14_5012,putative inner membrane protein
zraP,STM14_5013,zinc resistance protein
hydH,STM14_5014,sensor protein ZraS
hydG,STM14_5015,transcriptional regulatory protein ZraR
purD,STM14_5016,phosphoribosylamine--glycine ligase
purH,STM14_5017,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
,STM14_5018,hypothetical protein
,STM14_5019,hypothetical protein
,STM14_5020,hypothetical protein
,STM14_5025,hypothetical protein
,STM14_5026,conserved hypothetical protein
yjaB,STM14_5027,hypothetical protein
metA,STM14_5028,homoserine O-succinyltransferase
aceB,STM14_5029,malate synthase
aceA,STM14_5030,isocitrate lyase
,STM14_5031,conserved hypothetical protein
aceK,STM14_5032,bifunctional isocitrate dehydrogenase kinase/phosphatase protein
,STM14_5033,putative cytoplasmic protein
iclR,STM14_5034,transcriptional repressor IclR
metH,STM14_5035,B12-dependent methionine synthase
yjbB,STM14_5036,putative transport protein
pepE,STM14_5037,peptidase E
,STM14_5038,putative cytoplasmic protein
,STM14_5039,putative cytoplasmic protein
yjbC,STM14_5040,23S rRNA pseudouridine synthase F
yjbD,STM14_5041,hypothetical protein
,STM14_5042,putative Na+-dependent transporter
,STM14_5043,
,STM14_5044,hypothetical protein
,STM14_5045,putative cytoplasmic protein
,STM14_5046,putative inner membrane protein
,STM14_5047,putative cytoplasmic protein
,STM14_5048,putative cytoplasmic protein
,STM14_5049,putative phage tail fiber protein H
,STM14_5050,putative phage tail protein
,STM14_5051,putative phage baseplate protein
,STM14_5052,putative phage baseplate protein
,STM14_5053,hypothetical protein
,STM14_5054,putative inner membrane protein
,STM14_5055,putative phage glycosyltransferase
,STM14_5056,putative phage glucose translocase
,STM14_5057,hypothetical protein
,STM14_5058,putative phage baseplate component
,STM14_5059,putative cytoplasmic protein
,STM14_5060,putative inner membrane protein
,STM14_5061,putative methyl-accepting chemotaxis protein
,STM14_5062,putative phage tail protein
,STM14_5063,conserved hypothetical protein
,STM14_5065,putative phage tail core protein
,STM14_5066,putative phage tail sheath protein
,STM14_5067,putative cytoplasmic protein
,STM14_5068,putative cytoplasmic protein
,STM14_5069,putative inner membrane protein
,STM14_5070,putative soluble lytic murein transglycosylase
,STM14_5071,putative inner membrane protein
,STM14_5072,hypothetical protein
,STM14_5073,putative cytoplasmic protein
lysC,STM14_5074,aspartate kinase III
pgi,STM14_5075,glucose-6-phosphate isomerase
yjbE,STM14_5076,putative outer membrane protein
yjbF,STM14_5077,putative outer membrane lipoprotein
yjbG,STM14_5078,putative periplasmic protein
yjbH,STM14_5079,putative outer membrane lipoprotein
yjbA,STM14_5080,phosphate-starvation-inducible protein PsiE
malG,STM14_5081,maltose transporter permease
malF,STM14_5082,maltose transporter membrane protein
,STM14_5083,hypothetical protein
,STM14_5084,hypothetical protein
malE,STM14_5085,maltose ABC transporter periplasmic protein
malK,STM14_5086,maltose/maltodextrin transporter ATP-binding protein
lamB,STM14_5087,maltoporin
,STM14_5088,hypothetical protein
malM,STM14_5089,maltose regulon periplasmic protein
ubiC,STM14_5090,chorismate pyruvate lyase
ubiA,STM14_5091,4-hydroxybenzoate octaprenyltransferase
plsB,STM14_5092,glycerol-3-phosphate acyltransferase
dgkA,STM14_5093,diacylglycerol kinase
lexA,STM14_5094,LexA repressor
dinF,STM14_5095,DNA-damage-inducible SOS response protein
,STM14_5096,putative cytoplasmic protein
yjbJ,STM14_5097,putative stress-response protein
zur,STM14_5098,zinc uptake transcriptional repressor
,STM14_5099,conjugative transfer protein
yjbN,STM14_5100,tRNA-dihydrouridine synthase A
,STM14_5101,hypothetical protein
pspG,STM14_5102,phage shock protein G
qor,STM14_5103,"quinone oxidoreductase, NADPH-dependent"
dnaB,STM14_5104,replicative DNA helicase
alr,STM14_5105,alanine racemase
tyrB,STM14_5106,aromatic amino acid aminotransferase
aphA,STM14_5107,acid phosphatase/phosphotransferase
yjbQ,STM14_5108,putative cytoplasmic protein
yjbR,STM14_5109,putative cytoplasmic protein
,STM14_5110,putative inner membrane protein
,STM14_5111,putative outer membrane lipoprotein
uvrA,STM14_5112,excinuclease ABC subunit A
,STM14_5113,putative cytoplasmic protein
ssb,STM14_5114,single-strand DNA-binding protein
,STM14_5115,hypothetical protein
,STM14_5116,hypothetical protein
,STM14_5117,hypothetical protein
,STM14_5118,putative methyl-accepting chemotaxis protein
,STM14_5119,putative ABC exporter outer membrane component
,STM14_5120,cation efflux pump
,STM14_5121,putative inner membrane protein
,STM14_5122,putative ABC-type bacteriocin/lantibiotic exporter
yjcB,STM14_5123,putative inner membrane protein
,STM14_5124,hypothetical protein
,STM14_5125,hypothetical protein
yjcC,STM14_5126,putative diguanylate cyclase/phosphodiesterase
soxS,STM14_5127,DNA-binding transcriptional regulator SoxS
soxR,STM14_5128,redox-sensing transcriptional activator
,STM14_5129,hypothetical protein
,STM14_5130,putative glutathione S-transferase
,STM14_5131,hypothetical protein
,STM14_5132,hypothetical protein
yjcD,STM14_5133,hypothetical protein
,STM14_5134,hypothetical protein
yjcE,STM14_5135,Na/H transport protein
,STM14_5136,putative transcriptional regulator
,STM14_5137,LrgA family protein
